,content,sentiment
4946,"Anytime @perezed gets near a mic, someone needs to smack him w a bat. @BBTN #awful #marblesinmouth",fear
4947,Research has determined 70% of #laughter is actually #anxiety.,fear
4948,3:45am and off to the hospital! Elouise's waters have gone!  #Labour #LittleSister #superexcited,fear
4949,@Fly_Norwegian quite simply the #worst #airline #worstairline I've ever used!  #appauling  #dismal #beyondajoke #useless,fear
4950,Obama admin rejects Texas plan to have refugees vetted for terrorism so Texas pulls of of fed refugee resettlement program. Aiding #terror.,fear
4951,"you make my heart shake, bend and break.'",fear
4952,@GaryLineker yet you and all the other English pundits are afraid to criticise him,fear
4953,Wishing i was rich so i didnt have to get up this morning #poor #sleepy #restless #sad #needsmoresleep,fear
4954,@LakersTakeover it ain't that serious. #HOUvsNE #awful #igotbetterthingstodotonightthandie,fear
4955,@Joey7Barton I remember Joey slagging England player's off bringing out books after crap tournaments..same same..crap player #bully,fear
4956,"@ScottiePass shock horror handicap dodger is at the top ðŸ˜‚ close on the agg cup good , but think pressure will get to markðŸ¤”",fear
4957,@bdp514am We are a tired and restless community. We are human and tired of asking for change only to be ignored.,fear
4958,"@eileen_davidson on RHOBH, you just do not want to assume an affair while you were married so you criticize @LisaVanderpump! ",fear
4959,@kevinrouth Now that's what I call a gameface! #gameface  #intimidate,fear
4960,"@RealMichaelKay Annoys me to about the Ortiz tribute too, how would the Oriole fans and organization feel if Yanks did that to them? #awful",fear
4961,India wants to #shake #hands with # pakistan ..... but as usual pakistan #cheat with every #indian \n\n..........shameless pakistan,fear
4962,One more step in long work #visa process is over. Relief. Onto next step. #expat #restless,fear
4963,Recording some more #FNAF and had to FaceTime my mum to let her know I was okay after I let out a high pitched scream ðŸ˜‚  #suchagirl,fear
4964,Obama admin rejects Texas plan to have refugees vetted for terrorism so Texas pulls of of fed refugee resettlement program. Aiding .,fear
4965,An @amityaffliction kind of drive home from work today  #dailyfeels,fear
4966,"@David_Stepp Any other election, fine vote 3rd party as useless as it is but not this one. I hesitate to say it'd be selfish but...",fear
4967,"@bryony_gordon Sat waiting for bus today enveloped in a strawberry scented damp and revolting cloud of vape. I moved away, disgusting, urghh",fear
4968,How can you blame the manager watching these players play? It's abysmal. Our team are dreadful. If Jose can't save us. No-one can.  #mufc,fear
4969,broken policy' #blasio &lt;&gt; #trump #giuliani 'broken windows' all part of 'pecking order' #bully politics #america RESIST #motto,fear
4970,petrify  me in the fossil type of way,fear
4971,"Texans played horrible.  Bad play calling, bad protection of the ball, bad coaching, bad defense, bad overall performance. #Texans #horrible",fear
4972,"@troyesivan I'm eating sushi, I'm shaking for you",fear
4973,"@Taniel @LOLGOP That'll be gosh darn terrific if they only check the brown people. Shucks, let's make a law to say only brown people.",fear
4974,@JonnyDunn93 and Gerrard was awful then,fear
4975,"@DiscordianKitty He has charisma? I guess, if you like people who looked coked out and speak as if they're a school bully?",fear
4976,@caeruleusV @Atheist_Penguin @misogynaut I threaten you because I can pussy,fear
4977,"@DSDambuster just finally started #homefronttherevolution, what did you all do the story and gameplay??? #terrible #wasteofmoney",fear
4978,@BrandedByCas I was like that when I started college. It was horrific but it probably will get better. Don't give up yet,fear
4979,"Jesus wept! Another RNS from #rusty @metaltigerplc quote 'Price sensitive news, Price Sensitive news' etc etc The #Ramping here is ",fear
4980,"@ynnsanity Maybe that's why, we're asked to study hard and get a job that we like. That way it wouldn't be that dreadful.",fear
4981,Just #terrible from the cats there. Wow. #AFLCatsSwans,fear
4982,@VectoneMobileUK The worst customer service and lack of professionalism from this service provider! #phoneprovider #badbusiness ,fear
4983,@JTregManc it's fair to say he's been a bit timid compared to what I've been known to see from him,fear
4984,@BBs_Coffee somebody needs tell staff at Reading cappuccino is supposed to have a thick layer of foam and coffee should be hot #awful again,fear
4985,@andrewspoooner wouldn't cross the street to piss on its server if it was on dire,fear
4986,"When I walk in darkness of despondency, Sc.verses I've memorized shine a light in my heart. Ex: Lam 3:22-25 ",fear
4987,someone come to fright world w meðŸ¤—ðŸ¤—,fear
4988,she gone make me wanna start that new shit today ðŸ˜‚ðŸ˜­,fear
4989,Wish I was a kid again. The only stressful part was whether Gabriella and Troy would get back together or not. #hsm2 ,fear
4990,@mcdermo11 @rogerc32 u gave Laura so much constructive criticism she blocked u 'Lazy Give Up Now No Hope Retire' same with Heather ,fear
4991,@metrotrains why is there no disabled access at pontefract monkhill? #terrible,fear
4992,"@ZaidZamanHamid Speech is still not up to the mark. No mention of 'Genocide', Indian terrorism in Pak. It was all planned speech.",fear
4993,@quiettcricket can you maybe break it down into smaller bits? or space it out so it doesnt seem to daunting?,fear
4994,@mas_critical The irony is that those protesting about this kind of stuff are the Orwellian nightmare they think theyâ€™re fighting against.,fear
4995,â˜ŠFocusing primarily on the person youâ€™re talking to rather than yourself and the impression youâ€™re making lessens social anxiety.,fear
4996,@aidankerrpol I think you should do. Get the fashion police involved. #shocking,fear
4997,@OC_Transpo some weeks there are no problems but this week is unbelievable -- are you guys even running regular 12 buses? #awful #solate,fear
4998,@PatBlanchfield so you mean â€œlike Uber but for despair for someone other than the driver',fear
4999,The 'banter' from Craigen and Sutton on BT is fucking horrid,fear
5000,Still waiting to see if my @london2012track will make an appearance next week - two months today it was ordered  #badservice,fear
5001,if anyone spoils any of my fucking shows I will haunt you in the afterlife so help me god,fear
5002,Thank god the feds did not raise rates. Assume they are nervous about a world where 990 is the new employee  form  &amp; the safety net is zilch,fear
5003,@JasonBHampton it's Bowers. I went and drove it for a while this evening #horrible,fear
5004,You sure have a lot to say about something that doesn't even concern you ðŸ˜‰,fear
5005,I have another test tonight ,fear
5006,"@aroseblush Hello !\nThe bigger the bully, the more crocodile tears. Bullies always act like offended victims.",fear
5007,@Avanquest i have unsubscribed 3 times from your spam emails still coming? STOP THE EMAILS #avanquest #software #terrible,fear
5008,The #500thTest match would have be a T20 or an ODI if @virendersehwag @B_McCullum42 been in their National Colors #nightmare #hitter  @BCCI,fear
5009,i was just talking about it last week .. how does your outside appearance (ie. dread locks) affect the ability you have to work?,fear
5010,Tomorrow is the day I cut and dye my hair! ðŸ˜³  #excited,fear
5011,No @Chrishilly1987 for MOS ðŸ˜¡  #shocking Leads from the front ðŸ’ªðŸ»,fear
5012,"Romero, Rojo, Blind, Memphis, Rooney. This is nearly a starting line up Iâ€™d wanna punch in the face rather than shake their hand.",fear
5013,nadia bully me and ill expose you,fear
5014,Who likes #werewolves and #horror and #surfing? Because BREAKER over on @readstela has all that and MORE.,fear
5015,"@JedRivett @CharlesCassidy_  Jus see if you ever do anything you pussy , u don't scare me look who u chill with ðŸ˜‚ðŸ˜‚ðŸ˜‚",fear
5016,"@Policy_Exchange A plus point, she won't have to queue for the loos. Any more plus points? Nope, can't think of any  #sexism",fear
5017,I am in #shock and #awe and the places my #toddler manages to get his dinner.,fear
5018,This week's Massacre Theatre pert by @LarsenOnFilm is the first one I can think of that requires subtitles. #breathless,fear
5019,@deodevine6 i can't bully you and niall impossibleðŸ˜™,fear
5020,@BlairWitchMovie love new movie\n #BlairWitch #blairwitchproject  #HorrorMovies,fear
5021,"We, #Indians, can hold our heads up high and stay unafraid. The #UNGA is well-informed about #Pakistan's #terrorism business and deception.",fear
5022,An absolutely dire first half and I can't recall a shot on target. \n\nAgainst Accrington Stanley.,fear
5023,@leeuwlion 'The furries are restless tonight'.,fear
5024,@safety @Support \nHi ðŸŒ·\nWhy do you always suspend ISIS hunters\n \nðŸ‘‰@snafy2019\n\nKindly please reinstate our members\n*He fights terrorism d/n,fear
5025,"@Max_Kellerman  it also helps that the majority of NFL coaching is inept. Some of Bill O'Brien's play calling was wow, #awful! #GOPATS",fear
5026,It's really alarming when an adult male calls their father 'daddy',fear
5027,a #monster is only a #monster if you view him through ,fear
5028,@MidgetTamer @RAIDERS @52Mack_ Make him be a bully. Sit him in a room by himself and let him look at Debo all day.,fear
5029,@Avanquest i have unsubscribed 3 times from your spam emails still coming? STOP THE EMAILS #avanquest #software ,fear
5030,Hey no turn over after a kick - way to go Texans!  Way to go!  #Texans #terrible #noheart,fear
5031,"In my room 101 would go  Russell Howard,Tom Odell,Michael Buble!!! #pants #nogood #dire",fear
5032,@SmileWhileYoDie @KiloSierraC @h0wabouthannah @Drops I'll be okay don't worry,fear
5033,".@SimonNRicketts if you don't know what a patronus is, I don't think we should have to tell you #shocking",fear
5034,"#Charlotte's #young &amp; #restless; I applaud ur fire bt always b respectful of authority, police, elders, parents. Violence, not the way ðŸ™ðŸ½âœŒðŸ½ï¸",fear
5035,"When a guy comes on the train that smells like a mixture of a damp dog, old sweat and sewage works!!!! #gross  #getoffthetrain #smelly",fear
5036,"my school photo is honestly horrid, i look so ewðŸ˜…",fear
5037,honestly all my friends do bnc i mean it and i am feeling #terrible hahaha,fear
5038,"@GucciShade @KellyannePolls @ABC So?  Who cares?  Who cares about tax forms, too.  I believe terrorism and jobs are what is important.",fear
5039,For the last 2 years the U.S. has been averaging about 4 terrorist attacks a month. Good debate topic. #Trump #Hillary ,fear
5040,not only was that the worst @EGX that's I've attended but worth one of the worst cons I've been to in the last 5 years ,fear
5041,@BBCPolitics @BBCNews I'd rather leave my child with @BorisJohnson ,fear
5042,Heard of panic! At the disco? How about Kach-ing! at the ATM,fear
5043,Can we start a 'get Chris Sutton off our tv campaign? Spread the work #terrible #pundit #noclue,fear
5044,"@NFYFC @Wilkster_ hmm, don't know many yf  who are short on confidence! Wish I'd been one, ",fear
5045,So is texting a guy 'I'm ready for sex now' considered flirting?' #shocking,fear
5046,#GADOT please put a left turn signal at Williams and Ivan Allen Jr Blvd. This is absolutely ridiculous #ATLtraffic ,fear
5047,"@sandym709  regardless, lets say he has a permit. The permit doesn't excuse or allow him to threaten an officer(expressed or implied)w/ it.",fear
5048,If you really care like you state @flyfrontier @FrontierCare then I would seriously address sensitivity training to your employees #awful,fear
5049,@united horrible service. EWR. Not a cloud in the sky. Normal departure at 10am now leaving at 5pm. Crappy #UnitedAirlines,fear
5050,â€œ My courage always rises at every attempt to intimidate me.â€\n-Elizabeth Bennett (Pride and Prejudice)\n#Quotes #Courage #FaceYourFears,fear
5051,For the last 2 years the U.S. has been averaging about 4 terrorist attacks a month. Good debate topic. #Trump #Hillary #terror,fear
5052,Hennessey - dreadful. Mutch - is he even on the pitch? Fryers - out of his depth unfortunately. #CPFC,fear
5053,Nawaz Sharif's UN should start #à¤¸à¤¤à¥à¤¯_à¤¬à¥‹à¤§_à¤¯à¤¾à¤¤à¥à¤°à¤¾ as after all his #UNGA speech has awaken the world about their role in sponsoring ,fear
5054,@katiewhiskey_ @bradnarok candy corn is the greatest candy in the world when it comes to being objectively terrible,fear
5055,"Let's not panic. Beat NYG who's atop the division, come home against Cleveland. Just like that you're 2-2 with a division win",fear
5056,my alarm clock was ringing this morning n my flatmate knocked on my door and asked if i set anything on fire or if i'm burning alive :) :):),fear
5057,"@GlobeChadFinn Sadly, not enough names.  The whole farewell tour situation would make me shy away from good value b et.",fear
5058,#goksfillyourhouseforfree should be retitled fill your house with old trash repainted ... #shocking #junk #trash,fear
5059,"$100 says Teufel is 'reassigned' within the organization before next year, but I wish it was sooner... #Mets #thirdbasecoach #terrible #lgm",fear
5060,It's 5:55am. I'm hungry but there is no food. ,fear
5061,@hm_custserv #awful service at your Camden store yesterday. Assistants thought it more important to put clothes on hangers than serve.,fear
5062,@EurekaForbes U got to b kidding me. Anu from your firm responded  when I sent the contact details.  #customerexperience,fear
5063,@metrotrains why is there no disabled access at pontefract monkhill? ,fear
5064,You have a #problem? Yes! Can you do #something about it? No! Than why ,fear
5065,We Are Source!!\n\n#mindset #philosophy #thoughtsbecomethings #news #lifehacks #fear #you #LIFE #PleaseRT #ProblemSolving,fear
5066,@Cinestrong something a cyber bully would say,fear
5067,@rkuuleiq Fear is best/beast product of God/s. :) #aTheism #theism #biBle #afraid #christianity #hell #heaven #purgatory #psychology #jesus,fear
5068,I can never find the exact #emoji that I'm after at the exact moment that I need it ,fear
5069,STAY JADED everyone is #terrible,fear
5070,My mind always seems to work its best at night #restless,fear
5071,"@mdthib This is so lovely! Or I am frightened, not sure which! But, wow!",fear
5072,@SueWallace78 peanut butter???? You some kinda pervert?? ,fear
5073,"Don't forget 2 test yr #smoke #alarm, #carbon #monoxide #detector #batteries. It could save your #life. ðŸˆðŸ© #Lovinleeds",fear
5074,courage the cowardly dog is like american horror story for kids,fear
5075,@Lillie_Billy don't worry me and my mans @JJB1Owens gave him a piece of our mind,fear
5076,"$100 says Teufel is 'reassigned' within the organization before next year, but I wish it was sooner... #Mets #thirdbasecoach  #lgm",fear
5077,@MiSSLiNDZO no. ðŸ˜­ the last two we were out-bidded. So we got kinda discouraged so now we are taking our sweet time. The market is stupid tho,fear
5078,We're very busy #coding a whole network manager for #unity3d based on #steamworks networking. #gamedev #indiedev #3amDeadTime #horror #game,fear
5079,@ChrisWarcraft The concept that a gay magazine feels like it has to cover terrible people -because theyâ€™re gay voices- seems all upside down,fear
5080,... in the same speech.  However he did mention foreign hand and funding in terrorism in the country. ðŸ‘\n#ProudOfYouPrimeMinister,fear
5081,#Partners are willing to #walk alongside you without being #intimidated by you. #WhoIsIT #Part2 #RelationShift #CLifeMacon,fear
5082,Mary astounded there at the concept of having leftover milk at the end of your cereal #GBBO,fear
5083,@smb_ryan @Kamper10 I couldn't care less about #GOTHAM. I haven't watched it since the mid point of season 1. #horrible,fear
5084,#nobody #understand what #advocate mean if you do then use it #right #never be #afraid so #positive word is. I can that is #POWERFUL,fear
5085,Watched tna for the first time in a long time what the hell happened to the #hardyboys #impactonpop #wwe #terrible,fear
5086,@carlybigelow13 first you take the room now you wanna beat me up ,fear
5087,The irony in that last is that Republicans - more likely to watch Fox News - distrust the news media more. Yet they can't see Fox's lies!,fear
5088,"And there you go. After that wild start, wouldn't be surprised at all if Sweden wins this game. Too much experience there to panic.",fear
5089,"The more videos @PanicAtTheDisco  post, the more i am convinced i might should not have done that  #Brendonati",fear
5090,"For a team as big as Bayern and the they like to play football, their pitch is fucking dreadful. Certainly no Emirates pitch anyway.",fear
5091,Starting not to give a fuck and stopped fearing the consequence,fear
5092,"@davidpreece12 @FitbaHacks Great defender, terrible positioning. Didn't know where he should be without Russel shouting at him for 90 mins",fear
5093,@russian906 @kingerpag @dannewton1978 Of have a suspicion it was @lct1975 you know!!,fear
5094,@Gotham3 ~ Crushes are for kids! Just like trix. \rHow bout some full blown up Love that makes you quiver deep down into your core? Y E S *=*,fear
5095,"Big up @dj_argue, did I miss phantom dread syndrome by @GenesisElijah? dudes sick.",fear
5096,Check out @VovimPrgel - From Scotland #gamer #YouTuber #vlogger #designer #animator #artist. TY for following The Wake #horror #horrorfilm,fear
5097,"@ManUnitedWriter He has had a dreadful first half, not to mention rashford would've got on the end of a couple of those through balls #pace",fear
5098,Forgot to plug the phone in overnight ,fear
5099,Follow this amazing Australian author @KristyBerridge #fiction #horror #zombies #angels #demons #vampires #werewolves #follow #authorlove,fear
5100,"What do Aquila, Ajahnae, and Euriechsa have in common besides ridiculously stupid,horrible,ugly, God awful names? Tracey IS NOT their father",fear
5101,"I like the commercial where @kohara19, on a chocolate milk bender, steals a soccer ball from some guys and refuses to give it back. #bully",fear
5102,"@DeionSandersJr @DeionSanders so bad...Slash prices or send them to refugee camps, like team gear after they lose championships. #awful",fear
5103,#goksfillyourhouseforfree should be retitled fill your house with old trash repainted ...  #junk #trash,fear
5104,"@Meruna_  as a musician, I can tell you that more people get discouraged when learning because of shitty instruments than anything else.",fear
5105,@BossUpJaee but your pussy was weak from what I heard so stfu up to me bitch . You got to threaten him that your pregnant .,fear
5106,@MS_Hiddle_Batch no the flavour of Danish is far better but Danish pastry can be daunting to make!,fear
5107,"@Policy_Exchange A plus point, she won't have to queue for the loos. Any more plus points? Nope, can't think of any #shocking #sexism",fear
5108,Halloween party coming soon! #turnt #ruinT #lit #firesauce #hotsauce #mildsauce #getsauced #champagnedreams #scary  #kittens,fear
5109,@dc_mma @ChampionsFight think shes afraid to fight Holly. One can only imagine what goes through her head when she thinks of Cyborg #terror,fear
5110,@BigLepley @angela31694996 @TheIndigoArrow Want to start a biker gang together when the GTA Online Biker DLC comes out?,fear
5111,The kid at the pool yelling is about to get a foot up his ass. #shutup #parents #kids ,fear
5112,It's never the end / When the moment is dire. / A small spark of hope / Can relight a new fire.,fear
5113,I hate Bakewell tart â€¦ anything that tastes of almond essence is just horrid! #GBBO,fear
5114,@ImJim_YoureNot  cyber bully,fear
5115,I have no #alarm preset #life will #wakemeup,fear
5116,"@vInZzzY we regret the inconvenience caused. We have noted your concern. We will get in touch with you soon to discuss. Rgds, Abhijit",fear
5117,"@Berbaqueue @_indubioproreo shocking work ethic by our players, Rooney stifled by their laziness",fear
5118,"@residentadvisor thanks for getting back to me, exemplary customer service for a loyal customer #jk #awful #residentadvisor #poorservice",fear
5119,"@TheYoungEvans_ 'Kylie, you know me. I won't take no for answer for this kind of things...' *he would smirk and start on the crust.*",fear
5120,@Nxrthstxr I think it's the daunting fact of the typical offer being those grades. Even though it's been proven not to be the case exactly,fear
5121,"A liar an a bully for president? They say every vote matter , well  I'm sorry you'll not get my vote until the year 2020",fear
5122,Good start to the day I forgot to set my #alarm just as well it's #Friday ðŸ˜†,fear
5123,"It's simple I get after two shots of espresso 'Grande, decaf, 130 degrees soy americano with extra foam' #barista #nightmare",fear
5124,@sjgreer24 @cciedotnyc @Buttockus @ChrisCJackson @Bayonethics Have you read the OT and Pauline Epistles? They have countless horrid rules,fear
5125,"@jody_paterson So I worry about emphasis on 'keeping family together' as a guiding principle, due to my own experiences",fear
5126,"339:709 A local habitation and a name.\nSuch tricks hath strong imagination,\nThat, if it would but apprehend some joy,\n#AMNDBots",fear
5127,@isthismike_p that nigga is horrible bro,fear
5128,"Was going to get a new #horror movie #tattoo tonight, but my artist flaked out on me for the 3rd time &amp; said he was done tattooing!",fear
5129,Did you know I specialise in #anxiety  and #panic attacks? Get in touch for all of my solutions for you. #Coventry,fear
5130,@thebully10 does being a #bully make u feel like a #bigman? Cos it makes u a #twat,fear
5131,Not sure that men can handle a woman that's got her crap together. #intimidation #independent,fear
5132,We hesitate to #live our #dream because of some unknown #fear which actually does not exist.' #AqeelSyed\n\n#LifeisBeautiful #LiveWithPurpose,fear
5133,Step out of your comfort zone. \nGo for risks.\nFace things you fear. \n\nThis is when life starts to happen.\n\n#cpd,fear
5134,"@RoWillFindYou Eric couldn't help but laugh, though that made him wince in pain. It hurt. A lot. He just wanted to sit down somewhere â€”",fear
5135,If Monday had a face I would punch it #monday  #face #punch #fight #joke #like #firstworldproblems #need #coffee #asap #follow,fear
5136,@Cory_Bonini AP didn't have a productive week 1 or 1st half against GB and Kalil is horrible! @Vikings D is its strongest asset currently.,fear
5137,Wish I was a kid again. The only stressful part was whether Gabriella and Troy would get back together or not. #hsm2 #nightmare,fear
5138,"Don't think I'll hesitate to run you over. Last time I checked, I still had 'Accident Forgiveness' on my insurance policy...",fear
5139,"Fear blocks blessings, faith unlocks them. #ManUp #fear #faith",fear
5140,"After a nervous couple of days test results now confirm my life will be no different whatsoever as the result of two actors divorcing, phew!",fear
5141,"How is that in 2016, a 757 airplane does not have WiFi...ridiculous.#AmericanAirlines #americanairlinessucks #AATeam #horrible",fear
5142,GUY was such a video I'm shaking @ladygaga,fear
5143,Got to be up in 4 hours to go back to work #cantsleep #excited ,fear
5144,@danielleelowell awe man I'm mad I'm sitting here already cutting tulle and ribbon already ðŸ˜‚,fear
5145,The most important characteristic of leadership is the lack of . #activism #equity #revolution,fear
5146,"Texans played horrible.  Bad play calling, bad protection of the ball, bad coaching, bad defense, bad overall performance. #Texans ",fear
5147,"Transform your hardship(s) into a burning #desire to succeed. Never #fear #failure, without it there would be no #success. $SPX #FinTech",fear
5148,Crossword puzzle is oat meals solitary respecting the flat out portentous nutrient rootstock re scruple failur...,fear
5149,"The radio just told me Lady GaGa is going country, which is like if the Beatles decided to do opera singing for their final albums #awful",fear
5150,@StephenKing\n\nStephen King never once spoke out about how the Left crushes #FreeSpeech in publishing world.\n\n #Trump  #scifi #ccot #p2,fear
5151,".@Tolumanda love it! so true. As @Deedeey_ taught me, fear can be an illusion. #coaching  #courage",fear
5152,New play through tonight! Pretty much a blind run. Only played the game once and maybe got 2 levels it. #Rage ,fear
5153,The kid at the pool yelling is about to get a foot up his ass. #shutup #parents #kids #horrible,fear
5154,How had Matty Dawson not scored there!!!!! #terrible,fear
5155,@TJ_FASHO lmao clown my own hair I'm going to dread lmao,fear
5156,I saw someone discourage someone from following their dreams. Just because you want to live in mediocrity doesn't mean someone else should.,fear
5157,@SueWallace78 peanut butter???? You some kinda pervert?? #awful,fear
5158,Rojo is a terrible defender,fear
5159,This maybe a new start but it will always be align with the end.  #forward,fear
5160,"@CBSThisMorning @newsgirl123456 again, profiling DOESN'T discourage (September 20, 2016; 18:41 EDT)  #TRUMP #FAIL",fear
5161,"There's always that one song which makes you turn of the radio, as you'd rather sit in silence ðŸ˜¡ ",fear
5162,@clairepilkingt2 oh god no that's awful mine don't last that long thank god. Thank you\n Xx,fear
5163,Why is it when you nap during the day you are so comfortable but sleeping at night you'll never be as comfortable ,fear
5164,Season 3 of penny dreadful is on Netflix...well my afternoon is filled,fear
5165,@BlairWitchMovie love new movie\n#BlairWitch #blairwitchproject #horror #HorrorMovies,fear
5166,@EE your a joke I pay for data when I'm in Spain and you then text and say I've used up all my data #terrible service,fear
5167,Today has dragged on ,fear
5168,Fosu-Mensa is having a nightmare 15 minutes. Difference between Premier League reserves and League 1 is still wide,fear
5169,I really hate Mel and Sue. They think they're hilarious and they're just awful,fear
5170,"@DeionSandersJr @DeionSanders so bad...Slash prices or send them to refugee camps, like team gear after they lose championships. ",fear
5171,@zavvi @zavvihelp only offering 6 moth warranty #ps4pro  #truth #ripoff,fear
5172,@Gibberman10 @ScottHoward42 any of y'all remember when MLB tried a futuristic jersey those were all #terrible,fear
5173,@UCSMindfulness thank u so much! we just finished another #mindfulness film called #release about #anxiety - plz share!,fear
5174,@TheDuranSite Russian mistrust of the U.S is well justified &amp; the precaution they've taken are very prudent.,fear
5175,@NandosSA just received order from @OrderInSA &amp; the chips are under cooked &amp; half raw!!! Usually best part of the meal #notcool #terrible,fear
5176,@rkuuleiq Fear is best/beast product of God/s. :) #aTheism #theism #biBle  #christianity #hell #heaven #purgatory #psychology #jesus,fear
5177,@SteveBryantArt I was pretty sure it was a Golden Ticket. Get a tour. Make a mistake. Something horrific will happen to you. Good day sir.,fear
5178,#picoftheday : How...why... Really... !!\n    #funny #picoftheday #lol #random #laugh #chair #of #despair #funnypics  #virgin #cafe #i...,fear
5179,I just want to say: social media isnâ€™t here to #bully that has to be #stopbullying ! Please be kind to eaxh other! #lovewins,fear
5180,Don't let the behavior of others destroy ur inner peace.' -Dalai Lama @OWNTV #healing #depression #anxiety #intuition #meditation #book,fear
5181,How had Matty Dawson not scored there!!!!! ,fear
5182,"Fuck being shy, I'm trying to be up in them thighs.",fear
5183,If you really care like you state @flyfrontier @FrontierCare then I would seriously address sensitivity training to your employees ,fear
5184,@BartholomewD It's -terrible-! We're going to the local fish/chip place in Kirribilli ,fear
5185,Just want Saturday to be over but then again I want to do good #LSAT ,fear
5186,Let's refuse to live in #fear -  #c$%t,fear
5187,I've used Dey Know as my alarm clock song throughout college #RIPShawtyLo,fear
5188,"When I walk in darkness of despondency, Sc.verses I've memorized shine a light in my heart. Ex: Lam 3:22-25 #despondency",fear
5189,When someone tells you they're going to 'tear you apart' and all they have to say is 'why are you so tall?' ,fear
5190,My fav #movies are #horror but they don't make them like they used too. Haven't seen a great one in years,fear
5191,"Aberdeen st Johnstone, let's see who can punt it the furthest #awful",fear
5192,"thank you for your concern, computer, but my last name isn't misspelled, it's just weird",fear
5193,@realDonaldTrump @KellyannePolls New campaign slogan idea...'I know you are but what am I?'  #Trump2016 #yourefired #deflect,fear
5194,We're very busy #coding a whole network manager for #unity3d based on #steamworks networking. #gamedev #indiedev #3amDeadTime  #game,fear
5195,".@Tolumanda love it! so true. As @Deedeey_ taught me, fear can be an illusion. #coaching #fear #courage",fear
5196,@UndeadLayne @Lauren_Southern all the bully,fear
5197,Oh I get i see it's #TexasTech playing tonight not the #Texans #TNF #texansarebad #terrible,fear
5198,Now ...what to do for the next hour while waiting for #OurGirl to start @BBCOne ?!,fear
5199,@stevie7t Why does talksport sound like it's being broadcasted from someone's basement  #quality #amateurs,fear
5200,"@iSmashFizzle that's me all the time. I carry ginger candy, peppermint oil and sea-bands at all times ",fear
5201,"@CestLouLeLoup okay, not dead, but if I were, I'd come back to lovingly haunt your sweet asses",fear
5202,@BBHOH #terrible Paul so deserved that win!!! #bbfail,fear
5203,"@ltsukis im love you, even if you bully me sadly",fear
5204,@alicemazzy he was more partisan on social issues a few years back; now he just concern trolls the center left as Chait does the far left,fear
5205,Anyyyyone wanna go to fright fest with me on Friday night? ðŸ‘»,fear
5206,"@DSDambuster just finally started #homefronttherevolution, what did you all do the story and gameplay???  #wasteofmoney",fear
5207,Jeans with fake pockets #horrible,fear
5208,"@GroundSwellCLE @ClevelandCNBC @KingJames @mavcarter @SpringHillEnt @boughb #revitalize #ClevelandHustles #daunting task, #hustle",fear
5209,"@CursedRoyal I chuckle and shake my head, 'No that didn't bug me too much. I was still going to ask you but there's a lot you still don't--",fear
5210,@Mickeyplyler @QualkTalk the refs are in GT's favor tonight. ,fear
5211,I have a job interview with @BarclaysUK in Loughborough next month !!!,fear
5212,The most important characteristic of leadership is the lack of #fear.  #activism #equity #revolution,fear
5213,Can we start a 'get Chris Sutton off our tv campaign? Spread the work  #pundit #noclue,fear
5214,"@_stardust_3 unless your concern is people figuring out who you are for wtvr reason, I don't see why you shouldn't tweet about other things",fear
5215,Getting terrible download speeds for fifa smh.,fear
5216,One more step in long work #visa process is over. Relief. Onto next step. #expat ,fear
5217,You don't know what to expect by Brendon's video lmao LA devotee video got me shook ,fear
5218,Are there any #horror sites that would be interested in my writing a guest article/review? Been really craving a literary outlet lately.,fear
5219,yesterday i finished watching penny dreadful and from all the beautiful things i saw one question remains: were the writers HIM's fans?,fear
5220,Ready for my sweet princess to arrive. I'll he 37 weeks this Saturday! #excited #nervous,fear
5221,"2,034 words today #amwriting #horror #novel 42,080 'Magnitude' total so far. 25Kish to go.",fear
5222,Overtime... #TeamNA #WCH2016 ,fear
5223,@ManUtd it was a terrible Freekick...,fear
5224,@moore_oliver it's funny how they can be in such a hurry but have plenty of time to stop and threaten people,fear
5225,How I Murdered Your Mother #SpookyTv ,fear
5226,@Jchawes What is your favorite #horror movie? #ghosthunters,fear
5227,It's not #dread. It's called #Locks,fear
5228,@aIakazamjackass been better. It's really stupid don't worry,fear
5229,@NandosSA just received order from @OrderInSA &amp; the chips are under cooked &amp; half raw!!! Usually best part of the meal #notcool ,fear
5230,"@TheMoosesAngel He looks down at his brother, a smile forming on his face. 'What? People fearing me?'",fear
5231,the ending of how I met your mother is dreadful,fear
5232,"Sir, my concern is not whether God is on our side; my greatest concern is to be on God's side, for God is always right.' - Abraham Lincoln",fear
5233,Hahahah what a horrific penalty from bayer. 5 feet wide. Jesus,fear
5234,"I polished my nails, but can't find the polish remover. It look like a 3yr old polished my nails lol #horrible",fear
5235,I lost my blinders .... ,fear
5236,It's not going to break you it's just going to shake you,fear
5237,@Joey7Barton I remember Joey slagging England player's off bringing out books after crap tournaments..same same..crap player ,fear
5238,@MichaelSalfino It still destroys Fear The Walking Dead. That show is horrible,fear
5239,"#bestadvice from a #movienight, pickup the #phone &amp; #start dialing, no1 will knw a #startups #product #service if thy dnt tell the #world",fear
5240,On the other side of fear lies freedom! - JB Glossinger #quote,fear
5241,Howl at the moon with @HorrorSociety at @FatCatChicago next Wednesday the 28th for a FREE double feature of SILVER BULLET and CURSED ,fear
