Tweet,Affect Dimension
Some moving clips on youtube tonight of the vigil held at Tulsa Metropolitan Baptist church for #TerenceCruther #justice #anger #sadness,sadness
Man city's kit is dreadful!,sadness
@knology has providing customers w/equipment that doesn't deliver speeds of internet services that they have been charging. #unhappy #scam,sadness
I have no clue where my charger is... #lost,sadness
@ATTCares why do I have 2 wait 48 hours to call YOU back to cancel an order I JUST placed after already spending 2 hours on the phone?! #sad,sadness
Lost: Geelong football team. \nLast seen entering through the banner not sure where they've been since... #unhappy #playwithsomeheart,sadness
@downseung I'm sorry about your loss... no one should ever give you shit for taking your time to mourn. No matter how long it takes.,sadness
The most depressing part of being ill is that your taste goes 😫,sadness
I have sleep cooties.\nI close my eyes and dream that I'm awake #weary #sleepissues #narcolepsy,sadness
My encouragement today is my dog while my head is in a fog. #epicfail  #feelingfedup #tired #ihaveheardeverything #wondering,sadness
I know it's the final day of summer when it's the finale of @CBSBigBrother #sadness,sadness
Why can't you just be mine. #forlorn,sadness
When you burst out crying alone and u realize that no one truly knows how unhappy you really are because you don't want anyone to know,sadness
Wow the #Denver housing market is #depressing no places to buy in my range 😢 #FML,sadness
Can it be 10 PM so I can sulk in my tub while listening to Lana,sadness
"My prayers are with the family, friends &amp; members of @VCFD  as you mourn the loss of Engineer Ryan Osler. #LODD #RIP",sadness
Too many gloomy days,sadness
@AmyMek this is so absurd I could laugh right now (if I also didn't feel like crying for the future of our country). #despair #wakeupcall,sadness
My heartbeat is forever stumbling on memories of things past. #longing #loss #shape #form #sadness,sadness
@ryyyshh story of my life. #lost,sadness
Just wish I was appreciated for all I do! When is it my turn to be taken care of!! I want a break!! #tired ,sadness
Synth backing tracks = sadness\n#depresspop #dark #+++ #alt #fuckingmeup,sadness
@againstallaudss @groovydadad @Thelostchild5 @MHChat indeed &amp; is sadness unavoidable? #MHChat,sadness
@CornerBakery Sorry I missed you :) I stayed up late working and pondering life,sadness
Going home is depressing,sadness
Once I have sent a pitch to a brand I close all tabs relevant to them instantly. Thats the kind of detachment I create for myself. #serious,sadness
The underground at Waterloo is not a nice place to be at 8.30am on a Thursday #somanypeople #grim,sadness
"Wanna pop some pills, sedate myself, and wake up tomorrow.",sadness
"but losing these games are the worst, you end up feeling a mixture of anger and sadness and shame and anxiety and it lasts for days",sadness
@childctweets sad people are that sick and boring 😬😬😬,sadness
In other news. My legs hurt. #running #5kin26mins #dreadful #flatfeet,sadness
"why yall hyped abt that girl getting to hang out w JB, he clearly looks so unhappy and bored in the pics no offense LOL, plus he hates yall",sadness
Gonna be a loooooong year as a Browns fan. Longer than normal and that's #sad,sadness
"@nigeriaLNG @TonyAttah #lestweforget 3 yrs on, 2013 Graduate Trainee recruitment not concluded. #disappointed #weary however  #wewait",sadness
Sometimes the support network is causing the damage. \n\n #support #Damaged #alone #tired  #hurt #nojustice  #surivivor #NoMore,sadness
Back in Cardiff after an amazing 10 days away 😭 #depressing,sadness
2 applications for my dbs and still waiting. Been over a year now. Going to loose my job 👍🏿 @GOVUK  #thanks #unhappy #crb,sadness
@WilsonsWorld I was in high school and remember helping neighbors clean up back home in Greenville.  Pretty sobering stuff.  #sadness,sadness
@RIPPoohSavage u know ion play that shit bout my weary brother,sadness
why the fuck does my mum want me to put corn in the curry?! #grim,sadness
Trying to make a #better_world is #depressing when it's a #failure -__-,sadness
@funkxwidme only #true #depression #fans will get this one 😂😂,sadness
When will the weeks full of Mondays end?? ,sadness
Currently unfollowing anything relating to disneyworld or Florida! #holidayblues #depressing #wantogoback 😭💔,sadness
@HutchinsonDave I don't know whether to despair or agitate for a cull.,sadness
Nature looks a lot greener on gloomy dayz,sadness
Does she really need to pout all the time - getting on my nerves #GBBO,sadness
"I'm slugging vitamin D pills by the handful, like they were m&amp;ms. When will this eternal winter end?! #Melbourne #grim #overit",sadness
Im having a real life conundrum cuz i cant find a good spot for my mini hoop and its really starting to depress me,sadness
@RobertWesley3 I'm #mad that my brother is #sad ! Feel better bub!,sadness
@RevTrevK @Wolfman93011 @Daraidernation @EROCKhd Take 2k out of it the numbers on madden are low and have dropped and people are unhappy,sadness
@Samkingftw ew omg that is so grim,sadness
"... Huh. Perhaps... Because we're both so dreary, we get along well?",sadness
MY CAR IS DENTED FROM THE HAIL sad,sadness
Do you know how much it hurts to see you best friend sad?,sadness
"@katethecursed @shannonrdk LOL this day is too gloomy for being people, should've canceled and stayed in bed",sadness
How a dad would feel knowing his daughter is getting dashed around for whines in the rave😭,sadness
I think learning classical or ancient Japanese might help me get myself permanently out of depression. I sometimes suffer from sudden,sadness
"I forgot my hair straightner home, I'm feeling lost without it... #lost #lostWithoutMyHairStraightener",sadness
"So Mary Berry, Mel and Sue have gone with their principles, and @PaulHollywood  has gone with the fame and fortune. #GBBO  #depressing",sadness
@rclemmons much #sadness and #heartbreak,sadness
tim burton never fails to depress me,sadness
"If you find me lost, will you stay as a passerby or will you get lost with me? #musings #melancholy",sadness
@JamesWickham Congratulations!  My top home-owning tip: try not to look at your mortgage balance too often.  The slowness will depress you.,sadness
"@HoggyBear95 the bantz are absolutely top notch, inconsolable I was when I realised",sadness
i am le depressed i l hate myself xDDdD #sad #depress #loner #emo,sadness
Awareness of time is awareness of time lost. #awareness #time #lost,sadness
What a grim night #GetTheFireLit 🔥,sadness
@Hayles_101 The three R's depress me.,sadness
@cristinalaila1 just when I thought this disgusting man couldn't sink any lower-like Hillary he his depravity of character has no bottom,sadness
@yourKarma Reaching out AGAIN in hope to contact over the technical issues I am having. Your CS is severely lacking. #badkarma #unhappy,sadness
TVGirl is like I'm really pretty and melancholic about life and this is why I hate myself,sadness
where broken hearted lovers do cry away their gloom,sadness
"them cold, dark nights are slowly creeping in 🌌",sadness
"Haven't been here a while, been watching lots of TV. Conclusion #whataloadoftat...if I wasn't depressed before afternoon TV is ",sadness
"@todofuku dreadful day at work n now im gonna be late for class n im covered in paint, n now i have to work a night shift too :/",sadness
"My nephews n cousins are nowhere near bad guys, but they could be killed @ any moment by a cop that thought they were bc of their color ",sadness
How do u grieve someone who legally wasn't a person yet?,sadness
Can I just sulk in peace 😂,sadness
@Theresa_Talbot @fleurrbie Haha...sorry about the dreadful puns... I need to get out more....I've been cooped up lately...,sadness
Some of these people at this protest are just there for the adrenaline rush. #depressing,sadness
"@GoPro your UX online is appalling! No clear save button, not being able to use any generic TLD's #unhappy",sadness
"@OnesOwnGrief Just a shame his world was gloom from day one almost.Though it makes sense he'd have the whole part hydra,part s.h.i.e.l.d(c)",sadness
Incredibly shocked and disappointed with @united customer service. Really making me rethink flying with them in the future. #unhappy,sadness
"Fucking gutted, disheartened &amp; so pissed off.Gone from 1 off the toughest most resolute defences to the worst &amp; most shambolic #SCFC #STOHUL",sadness
If anybody needs me I'll be drowning my blues in a sea of whiskey 🍻,sadness
@1johndes ball watching &amp; Rojo'd header was equally dreadful!!,sadness
wow almost all the T-Mobile stores in San Diego are out of Note7 replacements #sadness I need to get mine replaced,sadness
"Please bear with me, I'm not Twitter savvy😝 in real life I'm a Facebook person. Help me gain followers 🤓#blog #selfhelp #depression",sadness
When you have 15 doe run the opposite side of you 🙁 #depression,sadness
Sometimes the support network is causing the damage. \n\n#support #Damaged #alone #tired #lost #hurt #nojustice #depression #surivivor #NoMore,sadness
@danhirtle @Bell Another unhappy customer.  #secreteyes,sadness
How long will they mourn me?,sadness
Making that yearly transition from excited and hopeful college returner to sick and exhausted pessimist. #college,sadness
"After 3 idk why I start feeling so depress, sad and lonely.",sadness
@ananavarro @tcarrels most of Trump supporters have not clue about the meaning of the words they used just like him  #nevertrump,sadness
Bojack Horseman: the saddest show ever written?? #depression #season1,sadness
This weather got me fucked up. Like you either be sunny and hot or gloomy and cold. No in between.,sadness
"Haven't been here a while, been watching lots of TV. Conclusion #whataloadoftat...if I wasn't depressed before afternoon TV is #grim",sadness
The ghost of Stefano reflects on the grim indignity of being murdered by corrupt cops in faux love. #days,sadness
When the surfer girl and i  don't speak the same language anymore.. #justsaying #sadness,sadness
It's always over.. until I'm no longer sober... then it feels like I wana start over #UL,sadness
"oh, btw - after a 6 month depression-free time I got a relapse now... superb #depression",sadness
I want to pour all my tears on someone right now. So tired of this #upset #sad,sadness
Theyve substituted the hood for a badge and gun.' Public opinion is indictment of Charlotte police. #dark #sadtimes #america #race,sadness
I am worried that she felt safe. #unhappy,sadness
@MariamVeiszadeh #depressing it's so freaking close !,sadness
I got diagnosed with severe-extreme depression and I didn't know there was a difference between those two lol,sadness
Extreme sadness,sadness
r U scared to present in front of the class? severe anxiety... whats That r u sad sometimes?? go get ur depression checked out IMEDIATELY!!!,sadness
@HannahFJames I'm distraught! 😭 Candice and her pout can piss off,sadness
@FFBren @CDCarter13 included for maximum #sadness,sadness
It's way too hard not to get discouraged.,sadness
"@ThomasHCrown @laurakfillault As a historic evangelical, I wonder if the Donatists had a point? What dreadful clergy in my fmr. circles.",sadness
I feel like I am drowning. #depression #anxiety #falure #worthless,sadness
@WestermannNina xDD it's a song that can not be weary (?),sadness
@RonBaker6694 I got a super speeder and lost my license for 6 months! 😩🔫,sadness
Sigh. I got a B- .. #depressing,sadness
sorry Main twitter im in depress,sadness
"@JessiMcCree Gabriel would eventually start frowning, gaining conciousness. Which was apparently really painful by how tears formed in the--",sadness
"#Facebook is #depressing without even being there. Two apps want it for logging in, I have missed at least two interesting #events and they",sadness
@HillaryClinton @TheDemocrats It's ok 2 be disgusted or dishearten with presidential race but don't let that stop u from voting IT MATTERS,sadness
This shit hurting my heart 😪 that's how serious it is .,sadness
@kayleighmcenany  @DonaldJTrumpJr Is that really all you can offer for those who sacrifice daily to keep you safe...? @kayleighmcenany #sad,sadness
nooooo. Poor Blue Bell! not again. ,sadness
Tell me how I'm supposed to feel. #broken #hateful #guilty #love #sadness,sadness
I can't WAIT to go to work tomorrow with a high as fuck fever. [sarcasm]\nHopefully I'll feel better tomorrow.\nBut I doubt it. #pessimism,sadness
"Once you've accepted your flaws, no one can use them against you - @GRRMspeaking #quote #mentalhealth #psychology #depression #anxiety",sadness
"Oh, I should just 'get over' my #depression and 'be happy?' Don't you think I've tried that thousands of times already? You're not helping.",sadness
Way to get a hold of her 😊 #depressing,sadness
@KatHeartwell some don't see the difference between courting and appealing to a women vs deception &amp; pressure it's depressing,sadness
@MissFushiGaming I hashtag things and the kids always tell me to stop 😭😭😭😭😭 #sadness,sadness
Thought I had a pretty solid GPA as a kin major and now that I look at the average for dpt programs I feel even more discouraged 😪,sadness
I saw those dreams dashed &amp;&amp; divided like a million stars in the night sky that I wished on over &amp;&amp; over again ~ sparkling &amp;&amp; broken.,sadness
"Dying is a very dull, dreary affair. And my advice to you is to have nothing whatever to do with it. ― W. Somerset Maughm",sadness
"Only God knows why things happen, sometimes it's just hard to understand. #sad #prayingforyou",sadness
Just wish I was appreciated for all I do! When is it my turn to be taken care of!! I want a break!! #tired #lost,sadness
Condolences to the  JC and the Georges family.. ,sadness
for an lgbt person to tell someone else that how they identify isn't valid is so sad and against everything we should stand for,sadness
It's sad when your man leaves work a little bit late and your worst fear is 'Oh no!! Did he get stopped by the police?!?! '  #ourworld,sadness
"So depressing to watch news, today out of 100 bullet news 10 were of rape! What's wrong with people #india #shameless #depressing",sadness
so lost i'm faded,sadness
@Uber_RSA when you click over and over again for a cupcake but there are no vehicles available... #sadness,sadness
can it stay gloomy but get cold pls,sadness
Depression sucks! ,sadness
@SizweM01 and it's kinda depressing hey!!! 😑,sadness
Well stomach cramps did not make that spin class any easier. Why does my body hate digesting porridge so much 😩 #spinning #sulk,sadness
I've returned from the dead with a desire to clean the apartment and eat something that isn't garbage. #managing #depression,sadness
"@JBoughton93 he might donate the money but it won't stop shit, pessimist",sadness
@Christy_RTR @doge_e_fresh I'm despondent,sadness
People stealing things from my work out quite the damper on my day so now I am going to wear pajamas all day,sadness
one ep of despair arc made me happy but and then i'm going back to future arc and i'm upset again.,sadness
@rosalilium I'm wearing all black tomorrow to mourn. 😭💔,sadness
😑😑😑&lt;---- that moment you finish a Netflix series and have nothing else to watch. #depression,sadness
its so unfortunate that after all these years im still struggling with depression smh,sadness
It's interesting the photo of Mono Lisa is crying as well as the whole scene is very depressing #ELE6200,sadness
@LondonMidland #dobetter only two carriages on 14:49 Birmingham to Hereford no room to stand anymore Friday commute #unhappy,sadness
"@groovydadad @MHChat 🙂ty I often conflate the two depression + sadness, but they are very different. This q reminded me of that #mhchat",sadness
"@p0stcap I've still been trying to sort through it all, but I suppose I also shouldn't have had such high expectations. #sadness",sadness
"@ShannonBeador we know the truth about her, the public is figuring it out. Her words mean nothing.  #unhappy #mean #troubled #vile #bully",sadness
Nothings #Working-you're feeling your life's on The Edge_Could go either way #lost all reason for #Living-JesusChristHealsSavesASK #fatloss,sadness
I'm getting use to not having a phone it's sad ..,sadness
@naynay_whores im pretty sure cause ever since saturday ive just been super sad lol,sadness
Think Val might be going this week. I'll have to take the rest of the week off work to mourn. I'm sure they'll understand. #GBBO,sadness
I want to pour all my tears on someone right now. So tired of this #upset ,sadness
Im really constipated. This is depressing,sadness
Grim and despair feeling-I look at self and my family. Hubby fought 20+ years for this country. I've worked 20+ years for this govt--&gt;,sadness
@TaylaStJames it happens and Vegas isn't the only origin thats prevelant #sadly,sadness
"When I walk in darkness of despondency, Sc.verses I've memorized shine a light in my heart. Ex: Lam 3:22-25 #despondency",sadness
Ive felt surprisingly gloomy about my bad scouts today :'D but i recognize that it's all just RNG and yeah I didnt spend that many gems,sadness
"Migraine hangover all day. Stood up to do dishes and now I'm exhausted again. GAD, depression &amp; chronic pain #anxiety #depression #pain",sadness
@reikimuse @MHChat I am beyond the sadness point. Have done it inside out. I live with CPTSD and BPD  I can't always do the pity party,sadness
Hope was an instinct only the reasoning human mind could kill. An animal never knew despair.,sadness
"#Terencecutcher #Tulsa the man onthe helicopter said he looks like a bad dude, that is the problem, when they see black they see bad, #sad",sadness
"@TMobileHelp my service is down in Cleveland, OH. What's going on? #unhappy",sadness
"BTW, offended policy wonks, H only had one real proposal: eliminate subminimum wage. Probably good, but might discourage hiring of disabled.",sadness
"My oldest cat pisses me off. She's always been weary of Kennen (senile kinda), but recently shes been sweet. Until she attacked and bit him.",sadness
Smokeys dad is sad :/,sadness
are you feeling horribly depressed and despondent about life and your future' - @lauraroyden always knows just what to say,sadness
Am I the only person who dislikes fall? #FirstDayofFall #leaves #thingsdie #depressing #cold #noflipflops 👎🏾👎🏽👎🏻🍂🍁,sadness
@TelegraphNews why is this evil corrupt fuck still knocking about? The wrong people die I'm telling you. Do you job grim reaper!,sadness
I am often disturbed by what some people find appropriate or acceptable. It's not funny nor cute that adults find this stuff humorous. ,sadness
All the 'juniors' are now wearing purple at ollafest while I'm here fighting with my alarm about when I need to wake up for German #sadness,sadness
@ananavarro @tcarrels most of Trump supporters have not clue about the meaning of the words they used just like him #sad #nevertrump,sadness
"Because of 'failure of delivery on time', a customer has to pay 16K rupees more! - Not good @tiagotatamotors @TataMotors #unhappy",sadness
Inadequacy slithers from her ears and wraps itself around her neck like the boys she wants to love her. #mpy #vss #quote #depression #poetry,sadness
Is it just me or is this a very weird time for the world? #change #enlightenment #gloomy #weird #sigh #imaginepeace #imaginelove #unite,sadness
This world has some serious issues we should all go to therapy,sadness
@jamiesmart Huh! It's always my fault isn't it &gt;:( #huff #sulk,sadness
Isn't the whole 'it's been hijacked' argument the same argument used to ban or discourage the display of the St George's Cross? Shame @LBC,sadness
@Ashleyavitia_ don't leave me ,sadness
@TicciKasie1 //this is sadly what my history teacher talked about why the fuck do I remember that?!,sadness
@faye_catherine happy anger sad melancholy confusion #woodspurge,sadness
"What's good is that we already hit rock bottom, even though I'm about two more seasons away from new depths of despair. #playoffs? #NJDevils",sadness
@British_Airways #lost #bag #stillwaiting go home in2days. DM'd you my info and have rung 9times a day. What more can I do? #wheresmybag,sadness
"3 weeks into the course and have had the kitchen sink thrown at me, I m still pulling knives and forks out of my ears",sadness
eun: im really unhappy with this and i dont like her like that pls dont\n\nyall: okay but SHE loves HIM,sadness
"Bain of my life having to drive to a cash point, Then to a shop for change in pound coins, Then to the gym all for a bastard sunbed. #grim",sadness
Luckily I was helped by some good people. And they also managed to free me of my depression. Unfortunately it only lasted a little while.,sadness
Been a while since I been sober. This life can be so hard,sadness
What a sad day...1st day of Fall...I don't dislike Fall...I just LOVE Summer #FirstDayofFall #goodbyesummer #sadness #bathingsuitsforever,sadness
Itching something #serious RN haven't slept but considering taking like 6 Benadryl for a 20 min nap I am itching SO BADLY wow,sadness
. @KotakBankLtd @udaykotak official got in touch. Issue not addressed. #unhappy #patheticservices,sadness
"@Virgin_TrainsEC I feel for the conductor tonight, he's obviously taken grief over the last few weeks, he sounds weary of apologising!",sadness
"stg I been in pine bluff all morning and to piss me off even more, my damn shoes came in as a size 4!!!!!! I KNOW I SAID 6🙄🙄🙄🙄 FML",sadness
"[ @HedgehogDylan ] *she would frown a bit, folding her arms* 'why is it that every time I'm in need of assistance someone expects a lil **",sadness
@marisa_enbot Being with you makes me somewhat gloomy.,sadness
if you're unhappy with someone just fucking tell them you're unhappy and leave. Don't go fuckin around with other people on the side,sadness
@V_of_Europe @ckolacia MSM relentlessly saying DT can't win to: depress GOP turnout &amp; provide cover 4 stolen election!,sadness
"@Jay_2752 thank you, I shall mourn her",sadness
i miss the guy who always make me sulk,sadness
I was in the dark room for 58 minutes and failed every time I tried developing a photo I'm so frustrated with myself :'),sadness
God I give you all my pain mess and stress. Take my heavy load. #amen #stress #mess #pain #depression #sadness,sadness
in health we did a think about depression and now i feel like i have it,sadness
Headed to MDW w/ layover in SLC. Got off for food. Wrong move. Bailed on my food &amp; barely made it. @SouthwestAir #WannaGetAway #Contest #sad,sadness
"@CCTakato at least in crystal every part of it is portrayed as being WRONG, the dark atmosphere, the fact that mamoru is brainwashed",sadness
We lost,sadness
My cell won't hold a charge 😢 #sadness So should I...,sadness
@megalvz literally was gloomy for an hour,sadness
"#PeopleLikeMeBecause they see the happy exterior, not the hopelessness I sometimes feel inside.  #anxiety #anxietyprobz",sadness
What I would give\nTo feel the sunlight on my face\nWhat I would give\nTo be lost in your embrace 🎧\n\n#Fallen,sadness
Wearing all black tomorrow as I continue to mourn the lives of the most recent victims of police brutality. #blackout #WU,sadness
Feels like I lost my best friend #lost #fml #missingyou,sadness
@ily_geuly call me now I'm laying in my bed moping like I intend to do for the next 2 months.,sadness
Hennessey - dreadful. Mutch - is he even on the pitch? Fryers - out of his depth unfortunately. #CPFC,sadness
Honestly depression is kicking my ass lately.. 😔,sadness
"From what I know of the man, I have to assume that @realDonaldTrump has had a heated argument with his own penis. #sad",sadness
How can you blame the manager watching these players play? It's abysmal. Our team are dreadful. If Jose can't save us. No-one can.  #mufc,sadness
I don't think I can go to work tomorrow since val has left #GBBO I need a day to mourn,sadness
@ChristianJMay @CityAM \nConfidence held up... despite constant and continual doom and gloom,sadness
I feel like an appendix. I don't have a purpose. #sad #depressed #depression #alone #lonely #broken #sadness #cry #hurt #crying #life,sadness
"Well, I had hopes for today. No go. #unhappy",sadness
"All I'm learning about at college atm is Sylvia Plath, Stalin's purges and natural disasters, gloomy af",sadness
@JohnRMoffitt This is the most grim piece of laughter I was stricken with all day.,sadness
Caballero's passing remains absolutely dreadful I see!,sadness
@ImpugnValkyrie *I frown and cup your cheeks in my hands after you step aside.* Angela I care about you. And I don't know how else I can -,sadness
"It’s possible changing meds is best not done while under stress. Difficult to tell what part of despair is circumstantial, what is drugs.",sadness
"I know few will mourn the loss of Stitch's Great Escape, but...see, THIS is the kind of cost-cutting at parks I really don't care for.",sadness
"@ycfcnick the city is famous for the shambles, sadly the old street in the centre plays second fiddle to the stadium debacle nowadays!",sadness
Feeling #gloomy,sadness
"@cotsonika @NHL well, they should all be unhappy for the way they played.  Right @fmjacob ??",sadness
Cause fail or pass I refuse to be sober,sadness
It's now September and we're still battling a situation that was said to be handled March of this year. @ATT this is unacceptable ,sadness
@6itmap I can't help but feel melancholic!,sadness
I mourn. ha..r / ambe was ruined. what was once an ongoing shitpost about Tony's crimes was hijacked by not so vaguely racist memers,sadness
"Sometimes it takes #sadness to know happiness, #noise to appreciate #silence and absence to value presence.",sadness
@British_Airways just came of BA6426 at @ortambo_int at least 6 passengers with broken bags. This was a new suitcase. #unhappy customer,sadness
I wish I could live in y'all reality where i can grieve over people i never met. To bad i got BROTHERS dying left and right .,sadness
@JUSTICESLUT420 sadly this sort of poster died by the 90s afaik,sadness
"But when my mom told me yesterday that it was looking grim and I started driving out there, I was told to turn around b/c she was too sick",sadness
you never call me when your sober,sadness
"#PeopleLikeMeBecause they see the happy exterior, not the hopelessness I sometimes feel inside. #depression #anxiety #anxietyprobz",sadness
@Aamnaa___ @drkarthik_n your per capita income is almost same like us. Gini Coefficient is very dismal. Ambitions are high but output Zero.,sadness
@mizzymaxx @Bsmarz22 @ssmik2309 haha Bro she's sadly married man 😩😩,sadness
@FantasyGuruSite I knew you were going to do that. I would definitely buy if I didn't live in Texas where you can't play DFS. ... so depress,sadness
I feel like singing the song human sadness by Julian Cassablancas and The Voidz or some other sad music. #depression #sad #sadness,sadness
@TheZantarin Then maybe we should keep our White mouths shut and let the people being targeted speak and mourn.,sadness
@stevesingiser @POLITICO_Steve Put a damper on my mood.,sadness
I honestly feel nothing towards either of my parents and it's pretty depressing,sadness
@MHChat Childood experiences can  leave you with permanent deep sadness as adult  it can underlie everything #MHChat,sadness
The weather sure matches the mood in this state today.. #gloomy,sadness
@BitcoinBelle @pamelawjd Start mournful then kick into major key in last verse where good guys win? (Or just change words in existing song?),sadness
"#COINCIDENCE??? When you turn on the TV, etc.&amp; listen &amp; watch, the objective is to #CaptureYourMind with #fear &amp; #depression. #FindGODNow!!!",sadness
"If Payet goes either in Jan or @ the seasons end, can't say I blame him. The boy must b so disheartened by what he's seeing at the mo.",sadness
"@DevilsAdvcate @ManUtd absolutely boring.M a big Manchester United fan,  nd its really disappointing to see them play in ths dull boring way",sadness
Should of stayed in Dubai 😞,sadness
"Two blankets, a hoody, and still no Eternal Sunshine to mope to.",sadness
@gagasklaine it's old sadly,sadness
Honestly don't know why I'm so unhappy most of the time. I just want it all to stop :( #unhappy #depression #itnevergoes,sadness
"@redBus_in #unhappy with #redbus CC, when I talked with them before a week still they didn't initiate the refund of the transaction.",sadness
@fpuebla3 @Osbaldo_A lost a friend too,sadness
*Sigh* #depression #saddness #afterellen #shitsucks,sadness
amateur author Twitter might be the most depressing thing I've ever seen,sadness
"@X_KIMTAEHYUNG_X \n— momentarily before it disappeared, only solemnity and anxiety lacing his features. \n\n'I ran out to get you before —",sadness
Heading home to cut grass in the heat. All I wanna do is go out to eat somewhere air conditioned.  #AdultingIsTheWorst,sadness
This nigga doesn't even look for his real family 🙄😂 #sad,sadness
@jccrocker #CharlotteProtest do u #wait 4 the facts #video or do u #hate now ask questions later #sad #protest #PoliceShootings #suggestions,sadness
"For a team as big as Bayern and the they like to play football, their pitch is fucking dreadful. Certainly no Emirates pitch anyway.",sadness
when season 13 of greys anatomy premieres today. it you're only on season 7 #sadness :(,sadness
@laureeenwillam can't cope wi her sour face and tiny pout 😡😡,sadness
Mixed emotions. #sadness #anxietymaybe #missingfriends #growingupsucks #lostfriends #wheresthetruefriends #complications,sadness
The Sorrow is grim reminder of how bad I can be at video games and how I could get a bit too trigger happy at times. RIP #MGS3,sadness
The last few weeks have been dreadful. opening up of old #wounds. the #gossip of others/evil that spill from thier lips #melancholy #sadnnes,sadness
Life is too short so dont shoot it in with worries sadness and grief.,sadness
Don't wanna go to work but I want the money #sad,sadness
Just because I'm hurting \nDoesn't mean I'm hurt \nDoesn't mean I didn't get \nWhat I deserved \nNo better and no worse #lost  @coldplay,sadness
I don't think it's fully sunk in that Val is gone yet,sadness
@everton_de_leon @sterushton Genuinely grim stuff. Over a century of history sold off by some porn baron twats for a minty new stadium. Urgh,sadness
Common app just randomly logged me out as I was writing the last part of my college essay and lost all of it 😭😭😭,sadness
Literally being here makes me depress tbh,sadness
Gaaaaaaaad! Should have stayed in London!,sadness
watching this uni reveal is so depressing i miss stingrays :(,sadness
"Americans as a whole are, for the most part, feeling borderline despair at the very least. Looking at a situation out of control.",sadness
I might even be on the verge of depression.,sadness
Some questions you get on Twitter make you want to despair. We've been so battered. We complain but aren't convinced things could be better.,sadness
"@Markgatiss I'm surrounded by those Trump voters. You're right, it is fucking terrifying. #redstate #despair",sadness
@diamonde my heart just sunk.,sadness
I wouldn't wish anxiety and depression even on the worst of people. It's not fun. #anxiety #depression,sadness
@TheSGJournal Step 1: Get rid of @LittleStokePark Step 2: Prioritise football Step 3: profit? #depressing,sadness
Condolences to the  JC and the Georges family.. #sad,sadness
as a very depressed and suicidal person seeing someone sing about their own depressing life yet having fun is very relatable and encouraging,sadness
it's sad when you talk to someone about ya past n how it fucked you up and then they do the same thing like people really don't have hearts,sadness
"@Theshadeshit91 \nOh, I'm sorry about it, do not be sad yourself there is nothing important in the world to grieve about it",sadness
@CTV_PowerPlay @lraitt Horrid disease! My maternal grandmother and each of her sisters suffered from this affliction. It's hard on all.,sadness
*Sigh*  #saddness #afterellen #shitsucks,sadness
so probably hunger and depression and dissociating equals a weird time anything else,sadness
@lucy_hyner @Soulboy2266 sadly not !! One less hour drinking time 😢🍻,sadness
"@MoneyJay901 hard to tell in your pic. My mistake then. Either way, nothing I said initially was about race. U took it there. #sad #ignorant",sadness
It's just begun ladies and gents. The war on racism has begun. #sadness #Segregation continues.... smh 😒,sadness
"It's pretty clear I can't stand @HillaryClinton, no tolerance for habitual liars. Not a Trump fan either so what's a citizen to do? #despair",sadness
I have not nap for 3 days in a row I'm very unhappy rn,sadness
Need advice on how to get out of this rut!!!! #depressing #needmotivation,sadness
Love being made to feel bad about being scared of the dark,sadness
i is sad,sadness
A pretty dejected FanCam on the way. #SCFC #TBPTV,sadness
It's been 5 weeks and I still go through depression smh,sadness
But right now I'm feeling pretty desolate.,sadness
@MCHorseFayse @bockaguyjim @generalgoodsman @nevernotdavid so you were owned by losers on Twitter ,sadness
This has been the most depressing week full of rain ever lol,sadness
Man Southampton will wipe the floor with  west ham on Sunday. So disheartened,sadness
@ChipotleTweets Gabe the worst part is I can't get hot status this month because there's no chipotle near enough to my campus #sadness,sadness
I can't pull myself out of depression,sadness
@CNN yes. Too many cops. And too many ppl who should have lost their lives r still alive.,sadness
At my age all I see is gray. Is it gray because of my bad eyes or my perspective #depression  #healingjustice,sadness
| At home sick... 🎼The blues🎼 won't cure it so I need ideas 🎸😭 | #sorethroat #sick #blues #music #fallweather #carletonuniversity #ottawa,sadness
Sometimes The Worst Place You Can Be Is In Your Own Head.'\n\n #quotes #worstenemy  #thinktoomuch,sadness
"@Orrible_Ives I didn't say anything bad about the situation great mate, can't believe some were. Makes me despair of humanity",sadness
@kerophibian depressing,sadness
I feel like no one is out there on #Twitter  for me.... can anyone see what I write #sadness #rants,sadness
@NicKeaney Hope they refuse :( x #depressing,sadness
i cant live anymore my roblox got termianted :(((((((((((((((((((((((( #sad #killme #lol #robloxgamer,sadness
Honestly today I just felt like maybe track isn't for me ,sadness
It feel like we lost a family member🙄😂,sadness
Sometimes The Worst Place You Can Be Is In Your Own Head.'\n\n#quotes #worstenemy #depression #thinktoomuch,sadness
depress 😭,sadness
"There's many things I don't care about, and many things I do that I don't speak on because it's such a heaviness even when released...",sadness
the thing with Twitter is i only remember to tweet when i'm bored or alone and then it comes across like i have a really dull and sad life.👽,sadness
untypical kinda Friday #dull,sadness
"@PaulJonMilne too grim, too insanely, determined to hurt you from",sadness
@TVsCarlKinsella They're such garbage. Obviously I like that they suck but it's still grim to watch.,sadness
"I get discouraged because I try for 5 fucking years a contact with Lady Gaga but are thousands of tweets, how she would see my tweet? :(",sadness
@khloe_speaks sad music,sadness
